ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
Bioinformatics: Databases and Systems / Edition 1,Stanley I. Letovsky,Springer US,9.78079E+12,1999,8,304,Bioinformatics: Databases and Systems,Stanley Letovsky,Springer,9.78079E+12,1999,8,304
Database Concepts,"Bates,James A",Kendall/Hunt Publishing Company,9.78076E+12,2003,12,352,Database Concepts,James A Bates,Kendall/Hunt Publishing Company,9.78076E+12,2003,12,352
WebRAD: Building Database Applications on the Web with Visual Foxpro and Web Connection,"Harold Chattaway,Barbara Peisch,Whil Hentzen,Randy Pearson",Hentzenwerke Publishing,9.78193E+12,2002,11,450,Webrad: Building Database Applications on the Web with Visual FoxPro and Web Connection,"Harold Chattaway,Randy Pearson,Barbara Peisch",Hentzenwerke Publishing,9.78193E+12,2002,7,550
Java Database Programming with JBBC,"Pratik Patel,Patel",Coriolis Group,9.78158E+12,1996,9,500,Java Database Programming with JDBC,Pratik Patel,Coriolis Group Books,9.78158E+12,1996,1,480
Learn Database Systems with Implementation and Examples,Imed Bouchrika,Lulu.com,9.78129E+12,2014,1,180,Learn Database Systems with Implementation and Examples,Imed Bouchrika,Lulu.com,9.78129E+12,2014,1,180
The Paradox Relational Database Advisor,Kimberly Maughan Saunders,T A B Books,9.78083E+12,1993,7,304,The Paradox Relational Database Advisor: Elements of Database Design,Kimberly M. Saunders,McGraw-Hill Companies,9.78083E+12,1993,7,275
Sequence Analysis in a Nutshell: A Guide to Tools and Databases,"Scott Markel,Darryl Leon","O'Reilly Media, Incorporated",9.7806E+12,2003,1,304,Sequence Analysis in a Nutshell: A Guide to Tools: A Guide to Common Tools and Databases,"Scott Markel,Scott Markel",O'Reilly Media,9.7806E+12,2003,2,304
AutoCAD Database Connectivity / Edition 1,"Scott  McFarlane,Andrew Stein,Sandy Clark",Cengage Learning,9.78077E+12,1999,10,312,AutoCAD Database Connectivity [With CDROM],"Scott McFarlane,Sandy Clark,Andrew Stein",Autodesk Press,9.78077E+12,1999,10,288
An Introduction to Database Systems,Chris J. Date,Addison-Wesley,9.7802E+12,1983,1,480,"Introduction to Database Systems, volume 2",C.J. Date,Addison Wesley Publishing Company,9.7802E+12,1983,1,383
World Databases in Medicine,Chris Armstrong,K. G. Saur Verlag GmbH & Company,9.78086E+12,1993,12,1650,World Databases in Medicine,Chris J. Armstrong,Bowker-Saur,9.78086E+12,1993,12,2
The Ethics and Governance of Human Genetic Databases: European Perspectives,"Matti Hayry,Ruth Chadwick,Vilhjalmur Arnason,Gardar Arnason",Cambridge University Press,9.78052E+12,2009,3,0,The Ethics and Governance of Human Genetic Databases: European Perspectives,"Matti Häyry,Ruth F. Chadwick",Cambridge University Press,9.78052E+12,2009,3,296
Relation Database Design,Charles J. Wertz,Taylor & Francis,9.78085E+12,1993,2,298,Relational Database Design,Charles J. Wertz,CRC Press,9.78085E+12,1993,2,298
Business Database Systems,"Thomas Connolly,Carolyn Begg,Richard Holowczak",Addison-Wesley,9.78141E+12,2008,11,592,Business Database Systems,"Thomas Connolly,Carolyn Begg,Richard Holowczak",Addison Wesley Longman,9.78141E+12,2008,11,566
Database Aesthetics: Art in the Age of Information Overflow,Victoria Vesna,University of Minnesota Press,9.78082E+12,2007,9,326,Database Aesthetics: Art in the Age of Information Overflow,Victoria Vesna,Univ Of Minnesota Press,9.78082E+12,2007,8,336
Intelligent Databases,Zongmin Ma,IGI Global,9.7816E+12,2006,9,334,Intelligent Databases,Zongmin Ma,Idea Group Publishing,9.7816E+12,2007,2,320
High-Performance Oracle Database Applications,Donald K. Burleson,Coriolis Group,9.78158E+12,1996,12,450,"High Performance Oracle Database Applications, with CD-ROM",Donald K. Burleson,Coriolis Group Books,9.78158E+12,1996,12,450
"MCAD/MCSE/MCDBA Self-Paced Training Kit: Microsoft SQL Server 2000 Database Design and Implementation, (Exam 70-229) (MCAD MCSE MCDBA Self-Paced Training Kit Series)",Microsoft Corporation,Microsoft Press,9.78074E+12,2003,5,880,"MCAD/MCSE/MCDBA Self-Paced Training Kit: Microsoft SQL Server 2000 Database Design and Implementation, Exam 70-229: Microsoft SQL Server 2000 Database Design and Implementation, Exam 70-229",Microsoft Corporation,Microsoft Press,9.78074E+12,2003,6,880
Managing and Mining Multimedia Databases / Edition 1,Bhavani Thuraisingham,Taylor & Francis,9.78085E+12,2001,6,352,Managing and Mining Multimedia Databases,Bhavani Thuraisingham,CRC Press,9.78085E+12,2001,6,352
Designing Quality Databases with IDEF1X Information Models,Thomas A. Bruce,Dorset House Publishing,9.78093E+12,1992,2,584,Designing Quality Databases: With Idef1x Information Models,Thomas A. Bruce,"Dorset House Publishing Company, Incorporated",9.78093E+12,1992,1,547
Advanced Database Machine Architecture,David K. Hsiao,Prentice Hall Professional Technical Reference,9.78013E+12,1983,8,464,Advanced Database Machine Architecture,David K. Hsiao,Prentice Hall,9.78013E+12,1983,8,394
Modern Database Management / Edition 8,Jeffrey A. Hoffer,Prentice Hall Professional Technical Reference,9.78013E+12,2006,3,656,Modern Database Management,"Jeffrey A. Hoffer,Mary B. Prescott,Fred R. McFadden",Prentice Hall,9.78013E+12,2006,3,656
Soft Cinema: Navigating the Database,"Lev Manovich,Andreas Kratky",MIT Press,9.78026E+12,2005,3,40,Soft Cinema: Navigating the Database,"Lev Manovich,Andreas Kratky",Mit Press,9.78026E+12,2005,5,40
Blackstone's Police Operational Handbook 2011: Law,"(PNLD) Police National Legal Database,Ian Bridges,Fraser Sampson","Oxford University Press, USA",9.7802E+12,2011,3,912,Blackstone's Police Operational Handbook 2011: Law,Police National Legal Database (PNLD),"Oxford University Press, USA",9.7802E+12,2011,3,912
Blackstone's Police Operational Handbook 2011: Law,"(PNLD) Police National Legal Database,Ian Bridges,Fraser Sampson","Oxford University Press, USA",9.7802E+12,2011,3,912,Blackstone's Police Operational Handbook 2012: Law,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson","Oxford University Press, USA",9.7802E+12,2012,2,900
"Java: The Ultimate Guide to Learn Java and C++ (Programming, Java, Database, Java for dummies, coding books, C programming, c plus plus, programming for beginners)","Peter Hoffman,Java Programming",CreateSpace Publishing,9.78152E+12,2016,2,104,"Java: The Ultimate Guide to Learn Java and SQL Programming (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Stephen Hoffman",Createspace Independent Publishing Platform,9.78152E+12,2016,2,84
"Java: The Ultimate Guide to Learn Java and C++ (Programming, Java, Database, Java for dummies, coding books, C programming, c plus plus, programming for beginners)","Peter Hoffman,Java Programming",CreateSpace Publishing,9.78152E+12,2016,2,104,"Java: The Ultimate Guide to Learn Java Programming Fast (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Java for dummies,Java Programming",Createspace Independent Publishing Platform,9.78152E+12,2016,1,46
"Java: The Ultimate Guide to Learn Java and C++ (Programming, Java, Database, Java for dummies, coding books, C programming, c plus plus, programming for beginners)","Peter Hoffman,Java Programming",CreateSpace Publishing,9.78152E+12,2016,2,104,"Java: The Ultimate Guide to Learn Java and Python Programming (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Stephen Hoffman,Java Programming",Createspace Independent Publishing Platform,9.78152E+12,2016,2,100
Distributed Databases: Principles and Systems,"Stefano Ceri,G. Pelagatti","McGraw-Hill Companies, The",9.78007E+12,1984,12,393,Distributed Databases: Principles and Systems,"Stefano Ceri,G. Pelagatti",McGraw-Hill Companies,9.78007E+12,1984,12,393
Roger Jennings' Database Developer's Guide with Visual Basic 6,"Roger Jennings,Matthew Harris",Sams,9.78067E+12,1998,12,1172,Roger Jennings Database Developer's Guide with Visual Basic 6 [With Features Source Code & Demonstration Databases...],"Roger Jennings,Matthew Harris",Sams,9.78067E+12,1999,1,1172
Database Aesthetics: Art In The Age Of Information Overflow / Edition 8,Victoria Vesna,University of Minnesota Press,9.78082E+12,2007,8,336,Database Aesthetics: Art in the Age of Information Overflow,Victoria Vesna,Univ Of Minnesota Press,9.78082E+12,2007,8,336
Component Database Systems / Edition 1,"Klaus R. Dittrich,Andreas Geppert",Elsevier Science,9.78156E+12,2000,10,294,Component Database Systems,Klaus R. Dittrich,Morgan Kaufmann Publishers,9.78156E+12,2000,10,294
Database Support for Workflow Management: The WIDE Project / Edition 1,Paul Grefen,Springer US,9.78079E+12,1999,3,1999,Database Support for Workflow Management: The Wide Project,Paul Grefen,Springer,9.78079E+12,1999,3,278
Database Developer's Guide with Borland C++5,"Jay Rutten,Mike Cohn,Jim Moran,Kristy Hill,Mark Gee",Sams,9.78067E+12,1996,5,736,Database Developers Guide with Borland C++ 5: With CDROM,"Mike Cohn,Jay Rutten",Sams,9.78067E+12,1996,5,736
Implementing Database Security and Auditing / Edition 1,Ron Ben Natan,Elsevier Science,9.78156E+12,2005,7,432,Implementing Database Security and Auditing,Ron Ben-Natan,Digital Press,9.78156E+12,2005,7,432
Implementing Database Security and Auditing / Edition 1,Ron Ben Natan,Elsevier Science,9.78156E+12,2005,7,432,Implementing Database Security and Auditing,Ron Ben Natan,Digital Press,,2005,5,432
Data Modeling and Database Design / Edition 2,"Narayan S. Umanath,Richard W. Scamell",Cengage Learning,9.78129E+12,2014,6,784,Data Modeling and Database Design,"Narayan S Umanath,Richard W Scamell",Cengage Learning,9.78129E+12,2014,6,754
Graph Databases,"Ian Robinson,Jim Webber,Emil Eifrem","O'Reilly Media, Incorporated",9.78145E+12,2013,6,208,Graph Databases,"Ian Robinson,Jim Webber,Emil Eifrem",O'Reilly Media,9.78145E+12,2013,6,224
Beginning Database Design,Gavin Powell,Wiley,9.78076E+12,2005,12,504,Beginning Database Design,Gavin Powell,Wrox Press,9.78076E+12,2005,3,467
Developing Time-Oriented Database Applications in SQL,"Richard T. Snodgrass,Jim Gray",Elsevier Science & Technology Books,9.78156E+12,1999,7,544,Developing Time-Oriented Database Applications in SQL [With CDROM],Richard T. Snodgrass,Morgan Kaufmann Publishers,9.78156E+12,1999,7,544
Search-Based Applications: At the Confluence of Search and Database Technologies,Gregory Grefenstette,Morgan & Claypool Publishers,9.78161E+12,2010,3,141,Search-Based Applications: At the Confluence of Search and Database Technologies,"Gregory Grefenstette,Laura Wilber,Gary Marchionini",Morgan & Claypool,9.78161E+12,2010,12,152
Search-Based Applications: At the Confluence of Search and Database Technologies,Gregory Grefenstette,Morgan & Claypool Publishers,9.78161E+12,2010,3,141,Search-Based Applications: At the Confluence of Search and Database Technologies,"Laura Wilber,Gregory Grefenstette",Morgan & Claypool Publishers,,2010,3,139
Understanding Database Management Systems,Rob Mattison,"McGraw-Hill Companies, The",9.78007E+12,1997,9,666,Understanding Database Management Systems,Robert M. Mattison,McGraw-Hill Companies,9.78007E+12,1997,9,666
Visual Basic Database Programming/Book and Disk,Karen Warrerson,Addison Wesley Professional,9.7802E+12,1993,12,448,Visual Basic Database Programming,Karen L. Watterson,Addison Wesley Longman,9.7802E+12,1994,12,436
Multidimensional Databases,"Maurizio Rafanelli,M. Rafanelli",IGI Global,9.78159E+12,2002,7,474,Multidimensional Databases: Problems and Solutions,Maurizio Rafanelli,IGI Global,9.78159E+12,2002,7,300
Multidimensional Databases,"Maurizio Rafanelli,M. Rafanelli",IGI Global,9.78159E+12,2002,7,474,Multidimensional Databases: Problems And Solutions,M. Rafanelli,Idea Group Publishing,9.78159E+12,2002,7,340
Electronic Journal Databases,Suseela V. J.,OmniScriptum GmbH & Co. KG,9.78364E+12,2014,1,196,Electronic Journal Databases,Suseela V J,Scholars' Press,9.78364E+12,2014,1,196
Managing Distributed Databases: Building Bridges Between Database Islands,"Donald K. Burleson,Burleson",Wiley,9.78047E+12,1995,9,384,Managing Distributed Databases: Building Bridges Between Database Islands,Donald K. Burleson,Wiley,9.78047E+12,1995,9,384
Relational Database Management with Oracle,Fred D. Rolland,Addison-Wesley,9.7802E+12,1990,2,226,Relational Database Management With Oracle,F.D. Rolland,Addison Wesley Publishing Company,9.7802E+12,1990,4,226
Relational Database Management with Oracle,Fred D. Rolland,Addison-Wesley,9.7802E+12,1990,2,226,Relational Database Management with Oracle,Fred D. Rolland,Addison Wesley Publishing Company,9.7802E+12,1991,11,268
Database Programming with DBase IV,Thomas G. Seida,Business & Educational Technologies,9.7807E+12,1994,12,480,Database Programming with dBASE IV,T. Seida,Business and Educational Technologies,9.7807E+12,1994,1,452
Beginning PHP4 Databases,"Apress,Abdul Wahid,Sanjay Abraham,Jim Hubbard,Harish Rawat",Apress,9.78186E+12,2002,10,501,Beginning PHP4 Databases,"Andrew Hill,Chris Lea",Wrox Press,9.78186E+12,2002,10,600
Knowledge Discovery in Databases,"Gregory Piatetsky-Shapiro,William Frawley",MIT Press,9.78026E+12,1991,12,539,Knowledge Discovery in Databases,"Gregory Piateski,Gregory Piateski",AAAI Press,9.78026E+12,1991,12,539
MySQL: Your Visual Blueprint to Open Source Database Management,Michael G. Moncur,"Wiley, John & Sons, Incorporated",9.78076E+12,2002,10,304,MySQL: Your Visual Blueprint to Open Source Database Management [With CDROM],Michael Moncur,Visual,9.78076E+12,2002,10,304
"Relational Database Writings, 1991-1994 / Edition 1",Date,Addison-Wesley,9.7802E+12,1995,1,542,"Relational Database Writings, 1991 1994",C.J. Date,Addison-Wesley Professional,9.7802E+12,1995,1,542
Making Database Management Work,Jan L. Harrington,Dryden Press FL,9.78003E+12,1989,2,400,Making Database Management Work,Jan L. Harrington,Dryden Press,9.78003E+12,1989,2,381
Database Security and Integrity,"Eduardo B. Fernandez,Rita C. Summers,Christopher Wood",Addison-Wesley,9.7802E+12,1981,5,288,Database Security And Integrity,Eduardo B. Fernandez,Addison Wesley Publishing Company,9.7802E+12,1981,5,320
Practical Web Databases,"GLASSHAUS,Allan Kent,Nigel Stanger,Thearon Willis,Rudy Limeback",Apress,9.7819E+12,2002,12,296,Practical Web Database Design,"Christopher John Auld,Allan Kent,Rudy Limeback,Nigel Stanger,Thearon Willis",Apress,9.78159E+12,2003,10,296
Natural Medicines Comprehensive Database,Therapeutic Research Faculty Staff,Therapeutic Research Faculty,9.78097E+12,1999,1,1310,Natural Medicines Comprehensive Database,Therapeutic Research Faculty Staff,Therapeutic Research Faculty,9.78097E+12,1999,1,1310
An Analysis on Spatial Database,Ujjwal Gupta,CreateSpace Publishing,9.78148E+12,2012,3,82,An Analysis on Spatial Database,Ujjwal Kumar Gupta,Createspace Independent Publishing Platform,9.78148E+12,2012,3,82
Expert Database Systems,Keith Jeffery,Elsevier Science & Technology Books,9.78012E+12,1992,9,0,Expert Database Systems,Keith G. Jeffery,Academic Press,9.78012E+12,1992,9,254
Readings in Database Systems / Edition 3,"Michael Stonebraker,Joseph L. Hellerstein,Joe Hellerstein",Elsevier Science & Technology Books,9.78156E+12,1998,5,685,Readings in Database Systems,"Joseph M. Hellerstein,Michael Stonebraker",Morgan Kaufmann Publishers,9.78156E+12,1998,1,685
SQL for Query Writers: Based on Oracle Database 11g,Adam S Enos,CreateSpace Publishing,9.78145E+12,2009,10,296,Sql For Query Writers: Based On Oracle Database 11g,Adam S. Enos,Createspace,9.78145E+12,2009,10,296
Principles of Database Security,"Balamurugan S.,Charanyaa S.",OmniScriptum GmbH & Co. KG,9.78364E+12,2014,12,148,Principles of Database Security,"Balamurugan S,Charanyaa S",Scholars' Press,9.78364E+12,2014,12,148
Contemporary Database Marketing Concepts and Applications / Edition 1,"Martin Baier,Kurtis M. Ruf,Goutam Chakraborty,Thomas Stonebeck,K. M. Ruf",Racom Communications,9.78097E+12,2002,1,320,Contemporary Database Marketing: Concepts and Applications,"Martin Baier,Kurtis M. Ruf,Goutam Chakraborty,K. M. Ruf,G. Chakraborty,Kurtis Ruf,Thomas Stonebeck,Anne M. Tyler",Racom Communication,9.78097E+12,2002,1,320
Advanced Database Systems / Edition 1,Carlo Zaniolo,Elsevier Science,9.78156E+12,1997,5,576,Advanced Database Systems,"Carlo Zaniolo,Stefano Ceri",Morgan Kaufmann Publishers,9.78156E+12,1997,5,576
Visual C# and Databases - Professional Edition,Philip Conrod,Kidware Software & BibleByte Books,9.78194E+12,2013,2,910,Visual Basic and Databases - Professional Edition,"Philip Conrod,Lou Tylee",Kidware Software,9.78194E+12,2013,2,908
Design of Database Structures,"Toby J. Teorey,James P. Fry",Prentice Hall Professional Technical Reference,9.78013E+12,1982,4,544,Design of Database Structures,Toby J. Teorey,Prentice Hall,9.78013E+12,1982,1,492
"Principles of Direct Database & Digital Marketing, 5th Edition",Alan Tapp,Pearson Education,9.78027E+12,2014,3,557,"Principles of Direct, Database and Digital Marketing",Alan Tapp,Pearson/Education,9.78027E+12,2013,10,576
"Data Models, Database Languages and Database Management Systems",Gottfried Vossen,Addison-Wesley,9.7802E+12,1991,6,590,"Data Models, Database Languages and Database Management Systems",Gottfried Vossen,Addison Wesley Publishing Company,9.7802E+12,1991,1,590
